ordernumber,productline,quantityordered,dealsize,priceeach,sales,msrp,expsales,profit_loss,orderlinenumber,status,monthordered,dayordered,yearorders,qtr_id,productcode,customername,contactnames,phone,addressline1,city,country
10405,Classic Cars,97,Large,93.28,9048.16,115,11155,-2106.84,5,Shipped,April,14,2005,2,S12_4675,Mini Caravy,Frederique Citeaux,88.60.1555,"24, place Kluber",Strasbourg,France
10419,Classic Cars,32,Medium,100,3200,115,3680,-480,10,Shipped,May,17,2005,2,S12_4675,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10103,Trucks and Buses,35,Medium,100,3500,116,4060,-560,10,Shipped,January,29,2003,1,S18_1097,Baane Mini Imports,Jonas Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,Norway
10113,Trucks and Buses,49,Medium,100,4900,116,5684,-784,4,Shipped,March,26,2003,1,S18_1097,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10126,Trucks and Buses,38,Medium,100,3800,116,4408,-608,10,Shipped,May,28,2003,2,S18_1097,"Corrida Auto Replicas, Ltd",Mart¡n Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain
10140,Trucks and Buses,32,Medium,100,3200,116,3712,-512,10,Shipped,July,24,2003,3,S18_1097,Technics Stores Inc.,Juri Hirano,6505556809,9408 Furth Circle,Burlingame,USA
10150,Trucks and Buses,34,Medium,100,3400,116,3944,-544,7,Shipped,September,19,2003,3,S18_1097,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10164,Trucks and Buses,36,Medium,99.17,3570.12,116,4176,-605.88,8,Resolved,October,21,2003,4,S18_1097,Mini Auto Werke,Roland Mendel,7675-3555,Kirchgasse 6,Graz,Austria
10174,Trucks and Buses,48,Medium,93.34,4480.32,116,5568,-1087.68,3,Shipped,November,6,2003,4,S18_1097,"Australian Gift Network, Co",Tony Calaghan,61-7-3844-6555,31 Duncan St. West End,South Brisbane,Australia
10183,Trucks and Buses,21,Small,96.84,2033.64,116,2436,-402.36,7,Shipped,November,13,2003,4,S18_1097,"Classic Gift Ideas, Inc",Francisca Cervantes,2155554695,782 First Street,Philadelphia,USA
10194,Trucks and Buses,21,Small,93.34,1960.14,116,2436,-475.86,10,Shipped,November,25,2003,4,S18_1097,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10206,Trucks and Buses,34,Medium,100,3400,116,3944,-544,5,Shipped,December,5,2003,4,S18_1097,Canadian Gift Exchange Network,Yoshi Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,Canada
10215,Trucks and Buses,46,Medium,100,4600,116,5336,-736,2,Shipped,January,29,2004,1,S18_1097,West Coast Collectables Co.,Steve Thompson,3105553722,3675 Furth Circle,Burbank,USA
10228,Trucks and Buses,32,Medium,100,3200,116,3712,-512,1,Shipped,March,10,2004,1,S18_1097,Cambridge Collectables Co.,Kyung Tseng,6175555555,4658 Baden Av.,Cambridge,USA
10245,Trucks and Buses,29,Medium,100,2900,116,3364,-464,8,Shipped,May,4,2004,2,S18_1097,Super Scale Inc.,Leslie Murphy,2035559545,567 North Pendale Street,New Haven,USA
10258,Trucks and Buses,41,Medium,100,4100,116,4756,-656,5,Shipped,June,15,2004,2,S18_1097,"Tokyo Collectables, Ltd",Akiko Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan
10270,Trucks and Buses,43,Medium,96.84,4164.12,116,4988,-823.88,8,Shipped,July,19,2004,3,S18_1097,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10280,Trucks and Buses,24,Small,100,2400,116,2784,-384,1,Shipped,August,17,2004,3,S18_1097,Amica Models & Co.,Paolo Accorti,011-4988555,Via Monte Bianco 34,Torino,Italy
10291,Trucks and Buses,41,Medium,100,4100,116,4756,-656,10,Shipped,September,8,2004,3,S18_1097,Scandinavian Gift Ideas,Maria Larsson,0695-34 6555,?kergatan 24,Boras,Sweden
10304,Trucks and Buses,46,Medium,98,4508,116,5336,-828,5,Shipped,October,11,2004,4,S18_1097,Auto Assoc. & Cie.,Daniel Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,France
10312,Trucks and Buses,32,Medium,100,3200,116,3712,-512,2,Shipped,October,21,2004,4,S18_1097,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10322,Trucks and Buses,22,Small,100,2200,116,2552,-352,10,Shipped,November,4,2004,4,S18_1097,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10333,Trucks and Buses,29,Small,40.25,1167.25,116,3364,-2196.75,7,Shipped,November,18,2004,4,S18_1097,Mini Wheels Co.,Julie Murphy,6505555787,5557 North Pendale Street,San Francisco,USA
10347,Trucks and Buses,42,Small,49.6,2083.2,116,4872,-2788.8,5,Shipped,November,29,2004,4,S18_1097,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10357,Trucks and Buses,39,Medium,98,3822,116,4524,-702,1,Shipped,December,10,2004,4,S18_1097,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10370,Trucks and Buses,27,Medium,100,2700,116,3132,-432,1,Shipped,January,20,2005,1,S18_1097,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10381,Trucks and Buses,48,Medium,98,4704,116,5568,-864,2,Shipped,February,17,2005,1,S18_1097,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10391,Trucks and Buses,29,Small,85.1,2467.9,116,3364,-896.1,10,Shipped,March,9,2005,1,S18_1097,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10411,Trucks and Buses,27,Medium,100,2700,116,3132,-432,8,Shipped,May,1,2005,2,S18_1097,Quebec Home Shopping Network,Jean Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,Canada
10424,Trucks and Buses,54,Large,100,5400,116,6264,-864,5,In Process,May,31,2005,2,S18_1097,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10109,Classic Cars,26,Medium,100,2600,141,3666,-1066,4,Shipped,March,10,2003,1,S18_1129,Motor Mint Distributors Inc.,Rosa Hernandez,2155559857,11328 Douglas Av.,Philadelphia,USA
10122,Classic Cars,34,Medium,100,3400,141,4794,-1394,2,Shipped,May,8,2003,2,S18_1129,Marseille Mini Autos,Laurence Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,France
10136,Classic Cars,25,Medium,100,2500,141,3525,-1025,2,Shipped,July,4,2003,3,S18_1129,Alpha Cognac,Annette Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,France
10148,Classic Cars,23,Small,100,2300,141,3243,-943,13,Shipped,September,11,2003,3,S18_1129,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10161,Classic Cars,28,Medium,100,2800,141,3948,-1148,12,Shipped,October,17,2003,4,S18_1129,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10171,Classic Cars,35,Medium,100,3500,141,4935,-1435,2,Shipped,November,5,2003,4,S18_1129,Quebec Home Shopping Network,Jean Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,Canada
10181,Classic Cars,44,Medium,100,4400,141,6204,-1804,6,Shipped,November,12,2003,4,S18_1129,Herkku Gifts,Veysel Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway
10192,Classic Cars,22,Medium,100,2200,141,3102,-902,11,Shipped,November,20,2003,4,S18_1129,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10204,Classic Cars,42,Medium,100,4200,141,5922,-1722,17,Shipped,December,2,2003,4,S18_1129,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10212,Classic Cars,29,Medium,100,2900,141,4089,-1189,10,Shipped,January,16,2004,1,S18_1129,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10225,Classic Cars,32,Medium,100,3200,141,4512,-1312,1,Shipped,February,22,2004,1,S18_1129,"Vida Sport, Ltd",Michael Holz,0897-034555,Grenzacherweg 237,Gensve,Switzerland
10240,Classic Cars,41,Medium,100,4100,141,5781,-1681,3,Shipped,April,13,2004,2,S18_1129,Osaka Souveniers Co.,Mory Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan
10253,Classic Cars,26,Medium,100,2600,141,3666,-1066,5,Cancelled,June,1,2004,2,S18_1129,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10266,Classic Cars,21,Small,100,2100,141,2961,-861,6,Shipped,July,6,2004,3,S18_1129,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10278,Classic Cars,34,Medium,100,3400,141,4794,-1394,6,Shipped,August,6,2004,3,S18_1129,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10287,Classic Cars,41,Medium,100,4100,141,5781,-1681,4,Shipped,August,30,2004,3,S18_1129,"Vida Sport, Ltd",Michael Holz,0897-034555,Grenzacherweg 237,Gensve,Switzerland
10301,Classic Cars,37,Medium,100,3700,141,5217,-1517,8,Shipped,October,5,2003,4,S18_1129,"Norway Gifts By Mail, Co.",Jan Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
10310,Classic Cars,37,Medium,100,3700,141,5217,-1517,2,Shipped,October,16,2004,4,S18_1129,"Toms Spezialitten, Ltd",Henriette Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,Germany
10321,Classic Cars,41,Medium,100,4100,141,5781,-1681,10,Shipped,November,4,2004,4,S18_1129,FunGiftIdeas.com,Violeta Benitez,5085552555,1785 First Street,New Bedford,USA
10331,Classic Cars,46,Medium,100,4600,141,6486,-1886,6,Shipped,November,17,2004,4,S18_1129,Motor Mint Distributors Inc.,Rosa Hernandez,2155559857,11328 Douglas Av.,Philadelphia,USA
10342,Classic Cars,40,Medium,100,4000,141,5640,-1640,2,Shipped,November,24,2004,4,S18_1129,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10356,Classic Cars,43,Medium,97.6,4196.8,141,6063,-1866.2,8,Shipped,December,9,2004,4,S18_1129,Lyon Souveniers,Daniel Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France
10365,Classic Cars,30,Small,87.06,2611.8,141,4230,-1618.2,1,Shipped,January,7,2005,1,S18_1129,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10377,Classic Cars,35,Medium,100,3500,141,4935,-1435,2,Shipped,February,9,2005,1,S18_1129,"Toys of Finland, Co.",Matti Karttunen,90-224 8555,Keskuskatu 45,Helsinki,Finland
10390,Classic Cars,36,Medium,93.77,3375.72,141,5076,-1700.28,14,Shipped,March,4,2005,1,S18_1129,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10406,Classic Cars,61,Large,100,6100,141,8601,-2501,3,Disputed,April,15,2005,2,S18_1129,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10419,Classic Cars,38,Medium,100,3800,141,5358,-1558,5,Shipped,May,17,2005,2,S18_1129,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10102,Vintage Cars,39,Medium,100,3900,102,3978,-78,2,Shipped,January,10,2003,1,S18_1342,Vitachrome Inc.,Michael Frick,2125551500,2678 Kingston Rd.,NYC,USA
10111,Vintage Cars,33,Medium,99.66,3288.78,102,3366,-77.22,6,Shipped,March,25,2003,1,S18_1342,Mini Wheels Co.,Julie Murphy,6505555787,5557 North Pendale Street,San Francisco,USA
10125,Vintage Cars,32,Medium,100,3200,102,3264,-64,1,Shipped,May,21,2003,2,S18_1342,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10139,Vintage Cars,31,Medium,100,3100,102,3162,-62,7,Shipped,July,16,2003,3,S18_1342,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10149,Vintage Cars,50,Medium,100,5000,102,5100,-100,4,Shipped,September,12,2003,3,S18_1342,Signal Collectibles Ltd.,Sue Taylor,4155554312,2793 Furth Circle,Brisbane,USA
10162,Vintage Cars,48,Medium,91.44,4389.12,102,4896,-506.88,2,Shipped,October,18,2003,4,S18_1342,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10173,Vintage Cars,43,Medium,100,4300,102,4386,-86,6,Shipped,November,5,2003,4,S18_1342,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10182,Vintage Cars,25,Small,87.33,2183.25,102,2550,-366.75,3,Shipped,November,12,2003,4,S18_1342,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10193,Vintage Cars,28,Medium,100,2800,102,2856,-56,7,Shipped,November,21,2003,4,S18_1342,"Australian Collectables, Ltd",Sean Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,Australia
10205,Vintage Cars,36,Medium,100,3600,102,3672,-72,2,Shipped,December,3,2003,4,S18_1342,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10215,Vintage Cars,27,Small,89.38,2413.26,102,2754,-340.74,10,Shipped,January,29,2004,1,S18_1342,West Coast Collectables Co.,Steve Thompson,3105553722,3675 Furth Circle,Burbank,USA
10227,Vintage Cars,25,Small,100,2500,102,2550,-50,3,Shipped,March,2,2004,1,S18_1342,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10244,Vintage Cars,40,Medium,100,4000,102,4080,-80,7,Shipped,April,29,2004,2,S18_1342,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10256,Vintage Cars,34,Medium,95.55,3248.7,102,3468,-219.3,2,Shipped,June,8,2004,2,S18_1342,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10280,Vintage Cars,50,Medium,100,5000,102,5100,-100,9,Shipped,August,17,2004,3,S18_1342,Amica Models & Co.,Paolo Accorti,011-4988555,Via Monte Bianco 34,Torino,Italy
10289,Vintage Cars,38,Medium,100,3800,102,3876,-76,2,Shipped,September,3,2004,3,S18_1342,Herkku Gifts,Veysel Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway
10304,Vintage Cars,37,Medium,95.55,3535.35,102,3774,-238.65,13,Shipped,October,11,2004,4,S18_1342,Auto Assoc. & Cie.,Daniel Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,France
10312,Vintage Cars,43,Medium,89.38,3843.34,102,4386,-542.66,10,Shipped,October,21,2004,4,S18_1342,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10322,Vintage Cars,43,Medium,86.3,3710.9,102,4386,-675.1,14,Shipped,November,4,2004,4,S18_1342,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10332,Vintage Cars,46,Medium,95.13,4375.98,102,4692,-316.02,15,Shipped,November,17,2004,4,S18_1342,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10346,Vintage Cars,42,Small,36.11,1516.62,102,4284,-2767.38,3,Shipped,November,29,2004,4,S18_1342,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10356,Vintage Cars,50,Small,50.18,2509,102,5100,-2591,9,Shipped,December,9,2004,4,S18_1342,Lyon Souveniers,Daniel Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France
10369,Vintage Cars,44,Large,100,4400,102,4488,-88,8,Shipped,January,20,2005,1,S18_1342,Collectables For Less Inc.,Allen Nelson,6175558555,7825 Douglas Av.,Brickhaven,USA
10380,Vintage Cars,27,Small,93.16,2515.32,102,2754,-238.68,13,Shipped,February,16,2005,1,S18_1342,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10391,Vintage Cars,35,Medium,100,3500,102,3570,-70,2,Shipped,March,9,2005,1,S18_1342,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10422,Vintage Cars,51,Medium,95.55,4873.05,102,5202,-328.95,2,In Process,May,30,2005,2,S18_1342,Diecast Classics Inc.,Kyung Yu,2155551555,7586 Pompton St.,Allentown,USA
10102,Vintage Cars,41,Small,50.14,2055.74,53,2173,-117.26,1,Shipped,January,10,2003,1,S18_1367,Vitachrome Inc.,Michael Frick,2125551500,2678 Kingston Rd.,NYC,USA
10111,Vintage Cars,48,Small,49.06,2354.88,53,2544,-189.12,5,Shipped,March,25,2003,1,S18_1367,Mini Wheels Co.,Julie Murphy,6505555787,5557 North Pendale Street,San Francisco,USA
10126,Vintage Cars,42,Small,54.99,2309.58,53,2226,83.58,17,Shipped,May,28,2003,2,S18_1367,"Corrida Auto Replicas, Ltd",Mart¡n Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain
10139,Vintage Cars,49,Small,43.13,2113.37,53,2597,-483.63,6,Shipped,July,16,2003,3,S18_1367,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10149,Vintage Cars,30,Small,58.22,1746.6,53,1590,156.6,3,Shipped,September,12,2003,3,S18_1367,Signal Collectibles Ltd.,Sue Taylor,4155554312,2793 Furth Circle,Brisbane,USA
10162,Vintage Cars,45,Small,51.21,2304.45,53,2385,-80.55,1,Shipped,October,18,2003,4,S18_1367,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10173,Vintage Cars,48,Small,44.21,2122.08,53,2544,-421.92,5,Shipped,November,5,2003,4,S18_1367,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10182,Vintage Cars,32,Small,54.45,1742.4,53,1696,46.4,2,Shipped,November,12,2003,4,S18_1367,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10193,Vintage Cars,46,Small,53.37,2455.02,53,2438,17.02,6,Shipped,November,21,2003,4,S18_1367,"Australian Collectables, Ltd",Sean Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,Australia
10205,Vintage Cars,48,Medium,63.61,3053.28,53,2544,509.28,1,Shipped,December,3,2003,4,S18_1367,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10215,Vintage Cars,33,Small,43.13,1423.29,53,1749,-325.71,9,Shipped,January,29,2004,1,S18_1367,West Coast Collectables Co.,Steve Thompson,3105553722,3675 Furth Circle,Burbank,USA
10227,Vintage Cars,31,Small,48.52,1504.12,53,1643,-138.88,2,Shipped,March,2,2004,1,S18_1367,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10244,Vintage Cars,20,Small,58.22,1164.4,53,1060,104.4,6,Shipped,April,29,2004,2,S18_1367,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10256,Vintage Cars,29,Small,51.75,1500.75,53,1537,-36.25,1,Shipped,June,8,2004,2,S18_1367,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10280,Vintage Cars,27,Small,57.68,1557.36,53,1431,126.36,8,Shipped,August,17,2004,3,S18_1367,Amica Models & Co.,Paolo Accorti,011-4988555,Via Monte Bianco 34,Torino,Italy
10289,Vintage Cars,24,Small,56.07,1345.68,53,1272,73.68,1,Shipped,September,3,2004,3,S18_1367,Herkku Gifts,Veysel Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway
10304,Vintage Cars,37,Small,48.52,1795.24,53,1961,-165.76,12,Shipped,October,11,2004,4,S18_1367,Auto Assoc. & Cie.,Daniel Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,France
10312,Vintage Cars,25,Small,44.21,1105.25,53,1325,-219.75,9,Shipped,October,21,2004,4,S18_1367,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10322,Vintage Cars,41,Small,57.68,2364.88,53,2173,191.88,5,Shipped,November,4,2004,4,S18_1367,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10332,Vintage Cars,27,Small,89.89,2427.03,53,1431,996.03,16,Shipped,November,17,2004,4,S18_1367,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10347,Vintage Cars,21,Small,58.95,1237.95,53,1113,124.95,7,Shipped,November,29,2004,4,S18_1367,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10356,Vintage Cars,22,Small,72.41,1593.02,53,1166,427.02,6,Shipped,December,9,2004,4,S18_1367,Lyon Souveniers,Daniel Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France
10369,Vintage Cars,32,Medium,98.63,3156.16,53,1696,1460.16,7,Shipped,January,20,2005,1,S18_1367,Collectables For Less Inc.,Allen Nelson,6175558555,7825 Douglas Av.,Brickhaven,USA
10381,Vintage Cars,25,Small,52.83,1320.75,53,1325,-4.25,9,Shipped,February,17,2005,1,S18_1367,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10391,Vintage Cars,42,Medium,100,4200,53,2226,1974,3,Shipped,March,9,2005,1,S18_1367,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10422,Vintage Cars,25,Small,51.75,1293.75,53,1325,-31.25,1,In Process,May,30,2005,2,S18_1367,Diecast Classics Inc.,Kyung Yu,2155551555,7586 Pompton St.,Allentown,USA
10110,Classic Cars,37,Medium,100,3700,124,4588,-888,16,Shipped,March,18,2003,1,S18_1589,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10123,Classic Cars,26,Medium,100,2600,124,3224,-624,2,Shipped,May,20,2003,2,S18_1589,Atelier graphique,Carine Schmitt,40.32.2555,"54, rue Royale",Nantes,France
10137,Classic Cars,44,Medium,99.55,4380.2,124,5456,-1075.8,2,Shipped,July,10,2003,3,S18_1589,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10148,Classic Cars,47,Medium,100,4700,124,5828,-1128,9,Shipped,September,11,2003,3,S18_1589,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10161,Classic Cars,43,Medium,100,4300,124,5332,-1032,8,Shipped,October,17,2003,4,S18_1589,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10172,Classic Cars,42,Medium,100,4200,124,5208,-1008,6,Shipped,November,5,2003,4,S18_1589,Gift Depot Inc.,Julie King,2035552570,25593 South Bay Ln.,Bridgewater,USA
10181,Classic Cars,42,Medium,100,4200,124,5208,-1008,2,Shipped,November,12,2003,4,S18_1589,Herkku Gifts,Veysel Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway
10192,Classic Cars,29,Medium,100,2900,124,3596,-696,7,Shipped,November,20,2003,4,S18_1589,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10204,Classic Cars,40,Medium,100,4000,124,4960,-960,13,Shipped,December,2,2003,4,S18_1589,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10212,Classic Cars,38,Medium,100,3800,124,4712,-912,6,Shipped,January,16,2004,1,S18_1589,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10226,Classic Cars,38,Medium,100,3800,124,4712,-912,4,Shipped,February,26,2004,1,S18_1589,Collectable Mini Designs Co.,Valarie Thompson,7605558146,361 Furth Circle,San Diego,USA
10241,Classic Cars,21,Small,100,2100,124,2604,-504,11,Shipped,April,13,2004,2,S18_1589,Mini Caravy,Frederique Citeaux,88.60.1555,"24, place Kluber",Strasbourg,France
